adm0_name,date,day_of_week,cum_cases,mob_resid
Liechtenstein,2020-05-25,0,82,
Liechtenstein,2020-05-26,1,82,
Liechtenstein,2020-05-27,2,82,
Liechtenstein,2020-05-28,3,82,
Liechtenstein,2020-05-29,4,82,
Lithuania,2020-02-16,6,0,-2
Lithuania,2020-02-17,0,0,3
Lithuania,2020-02-18,1,0,3
Lithuania,2020-02-19,2,0,2
Lithuania,2020-02-20,3,0,2
Lithuania,2020-02-21,4,0,3
Lithuania,2020-02-22,5,0,0
Lithuania,2020-02-23,6,0,-1
Lithuania,2020-02-24,0,0,0
Lithuania,2020-02-25,1,0,0
Lithuania,2020-02-26,2,0,0
Lithuania,2020-02-27,3,0,1
Lithuania,2020-02-28,4,1,1
Lithuania,2020-02-29,5,1,1
Lithuania,2020-03-01,6,1,0
Lithuania,2020-03-02,0,1,1
Lithuania,2020-03-03,1,1,0
Lithuania,2020-03-04,2,1,1
Lithuania,2020-03-05,3,1,0
Lithuania,2020-03-06,4,1,-1
Lithuania,2020-03-07,5,1,0
Lithuania,2020-03-08,6,1,-2
Lithuania,2020-03-09,0,1,0
Lithuania,2020-03-10,1,1,-2
Lithuania,2020-03-11,2,3,20
Lithuania,2020-03-12,3,3,1
Lithuania,2020-03-13,4,6,7
Lithuania,2020-03-14,5,8,6
Lithuania,2020-03-15,6,12,2
Lithuania,2020-03-16,0,17,15
Lithuania,2020-03-17,1,25,17
Lithuania,2020-03-18,2,27,19
Lithuania,2020-03-19,3,36,19
Lithuania,2020-03-20,4,49,21
Lithuania,2020-03-21,5,83,13
Lithuania,2020-03-22,6,143,10
Lithuania,2020-03-23,0,179,20
Lithuania,2020-03-24,1,209,21
Lithuania,2020-03-25,2,274,21
Lithuania,2020-03-26,3,299,21
Lithuania,2020-03-27,4,358,22
Lithuania,2020-03-28,5,394,9
Lithuania,2020-03-29,6,460,11
Lithuania,2020-03-30,0,491,22
Lithuania,2020-03-31,1,537,22
Lithuania,2020-04-01,2,581,23
Lithuania,2020-04-02,3,649,24
Lithuania,2020-04-03,4,696,24
Lithuania,2020-04-04,5,771,13
Lithuania,2020-04-05,6,811,8
Lithuania,2020-04-06,0,843,19
Lithuania,2020-04-07,1,880,18
Lithuania,2020-04-08,2,912,18
Lithuania,2020-04-09,3,955,19
Lithuania,2020-04-10,4,999,21
Lithuania,2020-04-11,5,1026,16
Lithuania,2020-04-12,6,1053,14
Lithuania,2020-04-13,0,1062,32
Lithuania,2020-04-14,1,1070,21
Lithuania,2020-04-15,2,1091,22
Lithuania,2020-04-16,3,1128,22
Lithuania,2020-04-17,4,1149,21
Lithuania,2020-04-18,5,1239,9
Lithuania,2020-04-19,6,1298,8
Lithuania,2020-04-20,0,1326,19
Lithuania,2020-04-21,1,1350,17
Lithuania,2020-04-22,2,1370,16
Lithuania,2020-04-23,3,1398,16
Lithuania,2020-04-24,4,1410,16
Lithuania,2020-04-25,5,1426,5
Lithuania,2020-04-26,6,1438,4
Lithuania,2020-04-27,0,1449,15
Lithuania,2020-04-28,1,1344,14
Lithuania,2020-04-29,2,1375,16
Lithuania,2020-04-30,3,1385,12
Lithuania,2020-05-01,4,1399,18
Lithuania,2020-05-02,5,1406,5
Lithuania,2020-05-03,6,1410,-2
Lithuania,2020-05-04,0,1419,14
Lithuania,2020-05-05,1,1423,13
Lithuania,2020-05-06,2,1428,15
Lithuania,2020-05-07,3,1433,14
Lithuania,2020-05-08,4,1436,12
Lithuania,2020-05-09,5,1444,-1
Lithuania,2020-05-10,6,1479,-4
Lithuania,2020-05-11,0,1485,14
Lithuania,2020-05-12,1,1491,15
Lithuania,2020-05-13,2,1505,15
Lithuania,2020-05-14,3,1511,12
Lithuania,2020-05-15,4,1523,11
Lithuania,2020-05-16,5,1534,3
Lithuania,2020-05-17,6,1541,2
Lithuania,2020-05-18,0,1547,12
Lithuania,2020-05-19,1,1562,12
Lithuania,2020-05-20,2,1577,10
Lithuania,2020-05-21,3,1593,11
Lithuania,2020-05-22,4,1604,8
Lithuania,2020-05-23,5,1616,-4
Lithuania,2020-05-24,6,1623,-1
Lithuania,2020-05-25,0,1635,9
Lithuania,2020-05-26,1,1639,8
Lithuania,2020-05-27,2,1647,7
Lithuania,2020-05-28,3,1656,8
Lithuania,2020-05-29,4,1662,6
Luxembourg,2020-02-16,6,0,-1
Luxembourg,2020-02-17,0,0,4
Luxembourg,2020-02-18,1,0,3
Luxembourg,2020-02-19,2,0,3
Luxembourg,2020-02-20,3,0,3
Luxembourg,2020-02-21,4,0,4
Luxembourg,2020-02-22,5,0,-1
Luxembourg,2020-02-23,6,0,0
Luxembourg,2020-02-24,0,0,2
Luxembourg,2020-02-25,1,0,1
Luxembourg,2020-02-26,2,0,1
Luxembourg,2020-02-27,3,0,3
Luxembourg,2020-02-28,4,0,1
Luxembourg,2020-02-29,5,1,1
Luxembourg,2020-03-01,6,1,0
Luxembourg,2020-03-02,0,1,1
Luxembourg,2020-03-03,1,1,0
Luxembourg,2020-03-04,2,1,1
Luxembourg,2020-03-05,3,1,1
Luxembourg,2020-03-06,4,2,1
Luxembourg,2020-03-07,5,2,0
Luxembourg,2020-03-08,6,3,1
Luxembourg,2020-03-09,0,3,2
Luxembourg,2020-03-10,1,5,2
Luxembourg,2020-03-11,2,7,2
Luxembourg,2020-03-12,3,19,2
Luxembourg,2020-03-13,4,34,6
Luxembourg,2020-03-14,5,51,8
Luxembourg,2020-03-15,6,59,5
Luxembourg,2020-03-16,0,77,19
Luxembourg,2020-03-17,1,140,22
Luxembourg,2020-03-18,2,203,28
Luxembourg,2020-03-19,3,335,31
Luxembourg,2020-03-20,4,484,37
Luxembourg,2020-03-21,5,670,25
Luxembourg,2020-03-22,6,798,
Luxembourg,2020-03-23,0,875,35
Luxembourg,2020-03-24,1,1099,35
Luxembourg,2020-03-25,2,1333,36
Luxembourg,2020-03-26,3,1453,36
Luxembourg,2020-03-27,4,1605,39
Luxembourg,2020-03-28,5,1831,23
Luxembourg,2020-03-29,6,1950,
Luxembourg,2020-03-30,0,1988,35
Luxembourg,2020-03-31,1,2178,34
Luxembourg,2020-04-01,2,2319,35
Luxembourg,2020-04-02,3,2487,35
Luxembourg,2020-04-03,4,2612,40
Luxembourg,2020-04-04,5,2729,23
Luxembourg,2020-04-05,6,2804,15
Luxembourg,2020-04-06,0,2843,34
Luxembourg,2020-04-07,1,2970,33
Luxembourg,2020-04-08,2,3034,34
Luxembourg,2020-04-09,3,3115,33
Luxembourg,2020-04-10,4,3223,38
Luxembourg,2020-04-11,5,3270,22
Luxembourg,2020-04-12,6,3281,15
Luxembourg,2020-04-13,0,3292,41
Luxembourg,2020-04-14,1,3307,32
Luxembourg,2020-04-15,2,3373,34
Luxembourg,2020-04-16,3,3444,33
Luxembourg,2020-04-17,4,3480,37
Luxembourg,2020-04-18,5,3537,22
Luxembourg,2020-04-19,6,3550,14
Luxembourg,2020-04-20,0,3558,29
Luxembourg,2020-04-21,1,3618,29
Luxembourg,2020-04-22,2,3654,29
Luxembourg,2020-04-23,3,3665,28
Luxembourg,2020-04-24,4,3695,32
Luxembourg,2020-04-25,5,3711,18
Luxembourg,2020-04-26,6,3723,12
Luxembourg,2020-04-27,0,3729,27
Luxembourg,2020-04-28,1,3741,26
Luxembourg,2020-04-29,2,3769,28
Luxembourg,2020-04-30,3,3784,27
Luxembourg,2020-05-01,4,3802,44
Luxembourg,2020-05-02,5,3812,19
Luxembourg,2020-05-03,6,3824,13
Luxembourg,2020-05-04,0,3828,26
Luxembourg,2020-05-05,1,3840,24
Luxembourg,2020-05-06,2,3851,25
Luxembourg,2020-05-07,3,3859,24
Luxembourg,2020-05-08,4,3871,27
Luxembourg,2020-05-09,5,3877,20
Luxembourg,2020-05-10,6,3886,12
Luxembourg,2020-05-11,0,3888,22
Luxembourg,2020-05-12,1,3894,20
Luxembourg,2020-05-13,2,3904,21
Luxembourg,2020-05-14,3,3915,20
Luxembourg,2020-05-15,4,3923,22
Luxembourg,2020-05-16,5,3930,10
Luxembourg,2020-05-17,6,3945,7
Luxembourg,2020-05-18,0,3947,19
Luxembourg,2020-05-19,1,3958,18
Luxembourg,2020-05-20,2,3971,16
Luxembourg,2020-05-21,3,3980,28
Luxembourg,2020-05-22,4,3981,23
Luxembourg,2020-05-23,5,3990,13
Luxembourg,2020-05-24,6,3992,7
Luxembourg,2020-05-25,0,3993,17
Luxembourg,2020-05-26,1,3995,15
Luxembourg,2020-05-27,2,4001,15
Luxembourg,2020-05-28,3,4008,15
Luxembourg,2020-05-29,4,4012,15
MS Zaandam,2020-02-16,6,0,
MS Zaandam,2020-02-17,0,0,
MS Zaandam,2020-02-18,1,0,
MS Zaandam,2020-02-19,2,0,
MS Zaandam,2020-02-20,3,0,
MS Zaandam,2020-02-21,4,0,
MS Zaandam,2020-02-22,5,0,
MS Zaandam,2020-02-23,6,0,
MS Zaandam,2020-02-24,0,0,
MS Zaandam,2020-02-25,1,0,
MS Zaandam,2020-02-26,2,0,
MS Zaandam,2020-02-27,3,0,
MS Zaandam,2020-02-28,4,0,
MS Zaandam,2020-02-29,5,0,
MS Zaandam,2020-03-01,6,0,
MS Zaandam,2020-03-02,0,0,
MS Zaandam,2020-03-03,1,0,
MS Zaandam,2020-03-04,2,0,
MS Zaandam,2020-03-05,3,0,
MS Zaandam,2020-03-06,4,0,
MS Zaandam,2020-03-07,5,0,
MS Zaandam,2020-03-08,6,0,
MS Zaandam,2020-03-09,0,0,
MS Zaandam,2020-03-10,1,0,
MS Zaandam,2020-03-11,2,0,
MS Zaandam,2020-03-12,3,0,
MS Zaandam,2020-03-13,4,0,
MS Zaandam,2020-03-14,5,0,
MS Zaandam,2020-03-15,6,0,
MS Zaandam,2020-03-16,0,0,
MS Zaandam,2020-03-17,1,0,
MS Zaandam,2020-03-18,2,0,
MS Zaandam,2020-03-19,3,0,
MS Zaandam,2020-03-20,4,0,
MS Zaandam,2020-03-21,5,0,
MS Zaandam,2020-03-22,6,0,
MS Zaandam,2020-03-23,0,0,
MS Zaandam,2020-03-24,1,0,
MS Zaandam,2020-03-25,2,0,
MS Zaandam,2020-03-26,3,0,
MS Zaandam,2020-03-27,4,0,
MS Zaandam,2020-03-28,5,2,
MS Zaandam,2020-03-29,6,2,
MS Zaandam,2020-03-30,0,2,
MS Zaandam,2020-03-31,1,2,
MS Zaandam,2020-04-01,2,9,
MS Zaandam,2020-04-02,3,9,
MS Zaandam,2020-04-03,4,9,
MS Zaandam,2020-04-04,5,9,
MS Zaandam,2020-04-05,6,9,
MS Zaandam,2020-04-06,0,9,
MS Zaandam,2020-04-07,1,9,
MS Zaandam,2020-04-08,2,9,
MS Zaandam,2020-04-09,3,9,
MS Zaandam,2020-04-10,4,9,
MS Zaandam,2020-04-11,5,9,
MS Zaandam,2020-04-12,6,9,
MS Zaandam,2020-04-13,0,9,
MS Zaandam,2020-04-14,1,9,
MS Zaandam,2020-04-15,2,9,
MS Zaandam,2020-04-16,3,9,
MS Zaandam,2020-04-17,4,9,
MS Zaandam,2020-04-18,5,9,
MS Zaandam,2020-04-19,6,9,
MS Zaandam,2020-04-20,0,9,
MS Zaandam,2020-04-21,1,9,
MS Zaandam,2020-04-22,2,9,
MS Zaandam,2020-04-23,3,9,
MS Zaandam,2020-04-24,4,9,
MS Zaandam,2020-04-25,5,9,
MS Zaandam,2020-04-26,6,9,
MS Zaandam,2020-04-27,0,9,
MS Zaandam,2020-04-28,1,9,
MS Zaandam,2020-04-29,2,9,
MS Zaandam,2020-04-30,3,9,
MS Zaandam,2020-05-01,4,9,
MS Zaandam,2020-05-02,5,9,
MS Zaandam,2020-05-03,6,9,
MS Zaandam,2020-05-04,0,9,
MS Zaandam,2020-05-05,1,9,
MS Zaandam,2020-05-06,2,9,
MS Zaandam,2020-05-07,3,9,
MS Zaandam,2020-05-08,4,9,
MS Zaandam,2020-05-09,5,9,
MS Zaandam,2020-05-10,6,9,
MS Zaandam,2020-05-11,0,9,
MS Zaandam,2020-05-12,1,9,
MS Zaandam,2020-05-13,2,9,
MS Zaandam,2020-05-14,3,9,
MS Zaandam,2020-05-15,4,9,
MS Zaandam,2020-05-16,5,9,
MS Zaandam,2020-05-17,6,9,
MS Zaandam,2020-05-18,0,9,
MS Zaandam,2020-05-19,1,9,
MS Zaandam,2020-05-20,2,9,
MS Zaandam,2020-05-21,3,9,
MS Zaandam,2020-05-22,4,9,
MS Zaandam,2020-05-23,5,9,
MS Zaandam,2020-05-24,6,9,
MS Zaandam,2020-05-25,0,9,
MS Zaandam,2020-05-26,1,9,
MS Zaandam,2020-05-27,2,9,
MS Zaandam,2020-05-28,3,9,
MS Zaandam,2020-05-29,4,9,
Madagascar,2020-02-16,6,0,
Madagascar,2020-02-17,0,0,
Madagascar,2020-02-18,1,0,
Madagascar,2020-02-19,2,0,
Madagascar,2020-02-20,3,0,
Madagascar,2020-02-21,4,0,
Madagascar,2020-02-22,5,0,
Madagascar,2020-02-23,6,0,
Madagascar,2020-02-24,0,0,
Madagascar,2020-02-25,1,0,
Madagascar,2020-02-26,2,0,
Madagascar,2020-02-27,3,0,
Madagascar,2020-02-28,4,0,
Madagascar,2020-02-29,5,0,
Madagascar,2020-03-01,6,0,
Madagascar,2020-03-02,0,0,
Madagascar,2020-03-03,1,0,
Madagascar,2020-03-04,2,0,
Madagascar,2020-03-05,3,0,
Madagascar,2020-03-06,4,0,
Madagascar,2020-03-07,5,0,
Madagascar,2020-03-08,6,0,
Madagascar,2020-03-09,0,0,
Madagascar,2020-03-10,1,0,
Madagascar,2020-03-11,2,0,
Madagascar,2020-03-12,3,0,
Madagascar,2020-03-13,4,0,
Madagascar,2020-03-14,5,0,
Madagascar,2020-03-15,6,0,
Madagascar,2020-03-16,0,0,
Madagascar,2020-03-17,1,0,
Madagascar,2020-03-18,2,0,
Madagascar,2020-03-19,3,0,
Madagascar,2020-03-20,4,3,
Madagascar,2020-03-21,5,3,
Madagascar,2020-03-22,6,3,
Madagascar,2020-03-23,0,12,
Madagascar,2020-03-24,1,17,
Madagascar,2020-03-25,2,19,
Madagascar,2020-03-26,3,23,
Madagascar,2020-03-27,4,26,
Madagascar,2020-03-28,5,26,
Madagascar,2020-03-29,6,39,
Madagascar,2020-03-30,0,43,
Madagascar,2020-03-31,1,57,
Madagascar,2020-04-01,2,57,
Madagascar,2020-04-02,3,59,
Madagascar,2020-04-03,4,70,
Madagascar,2020-04-04,5,70,
Madagascar,2020-04-05,6,72,
Madagascar,2020-04-06,0,82,
Madagascar,2020-04-07,1,88,
Madagascar,2020-04-08,2,93,
Madagascar,2020-04-09,3,93,
Madagascar,2020-04-10,4,93,
Madagascar,2020-04-11,5,102,
Madagascar,2020-04-12,6,106,
Madagascar,2020-04-13,0,106,
Madagascar,2020-04-14,1,108,
Madagascar,2020-04-15,2,110,
Madagascar,2020-04-16,3,111,
Madagascar,2020-04-17,4,117,
Madagascar,2020-04-18,5,120,
Madagascar,2020-04-19,6,121,
Madagascar,2020-04-20,0,121,
Madagascar,2020-04-21,1,121,
Madagascar,2020-04-22,2,121,
Madagascar,2020-04-23,3,121,
Madagascar,2020-04-24,4,122,
Madagascar,2020-04-25,5,123,
Madagascar,2020-04-26,6,124,
Madagascar,2020-04-27,0,128,
Madagascar,2020-04-28,1,128,
Madagascar,2020-04-29,2,128,
Madagascar,2020-04-30,3,128,
Madagascar,2020-05-01,4,132,
Madagascar,2020-05-02,5,135,
Madagascar,2020-05-03,6,149,
Madagascar,2020-05-04,0,149,
Madagascar,2020-05-05,1,151,
Madagascar,2020-05-06,2,158,
Madagascar,2020-05-07,3,193,
Madagascar,2020-05-08,4,193,
Madagascar,2020-05-09,5,193,
Madagascar,2020-05-10,6,193,
Madagascar,2020-05-11,0,186,
Madagascar,2020-05-12,1,186,
Madagascar,2020-05-13,2,212,
Madagascar,2020-05-14,3,230,
Madagascar,2020-05-15,4,238,
Madagascar,2020-05-16,5,283,
Madagascar,2020-05-17,6,304,
Madagascar,2020-05-18,0,322,
Madagascar,2020-05-19,1,326,
Madagascar,2020-05-20,2,371,
Madagascar,2020-05-21,3,405,
Madagascar,2020-05-22,4,448,
Madagascar,2020-05-23,5,488,
Madagascar,2020-05-24,6,527,
Madagascar,2020-05-25,0,542,
Madagascar,2020-05-26,1,586,
Madagascar,2020-05-27,2,612,
Madagascar,2020-05-28,3,656,
Madagascar,2020-05-29,4,698,
Malawi,2020-02-16,6,0,
Malawi,2020-02-17,0,0,
Malawi,2020-02-18,1,0,
Malawi,2020-02-19,2,0,
Malawi,2020-02-20,3,0,
Malawi,2020-02-21,4,0,
Malawi,2020-02-22,5,0,
Malawi,2020-02-23,6,0,
Malawi,2020-02-24,0,0,
Malawi,2020-02-25,1,0,
Malawi,2020-02-26,2,0,
Malawi,2020-02-27,3,0,
Malawi,2020-02-28,4,0,
Malawi,2020-02-29,5,0,
Malawi,2020-03-01,6,0,
Malawi,2020-03-02,0,0,
Malawi,2020-03-03,1,0,
Malawi,2020-03-04,2,0,
Malawi,2020-03-05,3,0,
Malawi,2020-03-06,4,0,
Malawi,2020-03-07,5,0,
Malawi,2020-03-08,6,0,
Malawi,2020-03-09,0,0,
Malawi,2020-03-10,1,0,
Malawi,2020-03-11,2,0,
Malawi,2020-03-12,3,0,
Malawi,2020-03-13,4,0,
Malawi,2020-03-14,5,0,
Malawi,2020-03-15,6,0,
Malawi,2020-03-16,0,0,
Malawi,2020-03-17,1,0,
Malawi,2020-03-18,2,0,
Malawi,2020-03-19,3,0,
Malawi,2020-03-20,4,0,
Malawi,2020-03-21,5,0,
Malawi,2020-03-22,6,0,
Malawi,2020-03-23,0,0,
Malawi,2020-03-24,1,0,
Malawi,2020-03-25,2,0,
Malawi,2020-03-26,3,0,
Malawi,2020-03-27,4,0,
Malawi,2020-03-28,5,0,
Malawi,2020-03-29,6,0,
Malawi,2020-03-30,0,0,
Malawi,2020-03-31,1,0,
Malawi,2020-04-01,2,0,
Malawi,2020-04-02,3,3,
Malawi,2020-04-03,4,3,
Malawi,2020-04-04,5,4,
Malawi,2020-04-05,6,4,
Malawi,2020-04-06,0,5,
Malawi,2020-04-07,1,8,
Malawi,2020-04-08,2,8,
Malawi,2020-04-09,3,8,
Malawi,2020-04-10,4,9,
Malawi,2020-04-11,5,12,
Malawi,2020-04-12,6,13,
Malawi,2020-04-13,0,16,
Malawi,2020-04-14,1,16,
Malawi,2020-04-15,2,16,
Malawi,2020-04-16,3,16,
Malawi,2020-04-17,4,17,
Malawi,2020-04-18,5,17,
Malawi,2020-04-19,6,17,
Malawi,2020-04-20,0,17,
Malawi,2020-04-21,1,18,
Malawi,2020-04-22,2,23,
Malawi,2020-04-23,3,33,
Malawi,2020-04-24,4,33,
Malawi,2020-04-25,5,33,
Malawi,2020-04-26,6,34,
Malawi,2020-04-27,0,36,
Malawi,2020-04-28,1,36,
Malawi,2020-04-29,2,36,
Malawi,2020-04-30,3,37,
Malawi,2020-05-01,4,37,
Malawi,2020-05-02,5,38,
Malawi,2020-05-03,6,39,
Malawi,2020-05-04,0,41,
Malawi,2020-05-05,1,41,
Malawi,2020-05-06,2,43,
Malawi,2020-05-07,3,43,
Malawi,2020-05-08,4,43,
Malawi,2020-05-09,5,56,
Malawi,2020-05-10,6,56,
Malawi,2020-05-11,0,57,
Malawi,2020-05-12,1,57,
Malawi,2020-05-13,2,63,
Malawi,2020-05-14,3,63,
Malawi,2020-05-15,4,63,
Malawi,2020-05-16,5,65,
Malawi,2020-05-17,6,70,
Malawi,2020-05-18,0,70,
Malawi,2020-05-19,1,70,
Malawi,2020-05-20,2,71,
Malawi,2020-05-21,3,72,
Malawi,2020-05-22,4,82,
Malawi,2020-05-23,5,82,
Malawi,2020-05-24,6,83,
Malawi,2020-05-25,0,101,
Malawi,2020-05-26,1,101,
Malawi,2020-05-27,2,101,
Malawi,2020-05-28,3,203,
Malawi,2020-05-29,4,273,
Malaysia,2020-02-16,6,22,2
Malaysia,2020-02-17,0,22,2
Malaysia,2020-02-18,1,22,2
Malaysia,2020-02-19,2,22,2
Malaysia,2020-02-20,3,22,1
Malaysia,2020-02-21,4,22,2
Malaysia,2020-02-22,5,22,1
Malaysia,2020-02-23,6,22,1
Malaysia,2020-02-24,0,22,2
Malaysia,2020-02-25,1,22,1
Malaysia,2020-02-26,2,22,1
Malaysia,2020-02-27,3,23,1
Malaysia,2020-02-28,4,23,1
Malaysia,2020-02-29,5,25,0
Malaysia,2020-03-01,6,29,0
Malaysia,2020-03-02,0,29,1
Malaysia,2020-03-03,1,36,1
Malaysia,2020-03-04,2,50,2
Malaysia,2020-03-05,3,50,2
Malaysia,2020-03-06,4,83,1
Malaysia,2020-03-07,5,93,1
Malaysia,2020-03-08,6,99,1
Malaysia,2020-03-09,0,117,1
Malaysia,2020-03-10,1,129,1
Malaysia,2020-03-11,2,149,2
Malaysia,2020-03-12,3,149,2
Malaysia,2020-03-13,4,197,1
Malaysia,2020-03-14,5,238,2
Malaysia,2020-03-15,6,428,2
Malaysia,2020-03-16,0,566,2
Malaysia,2020-03-17,1,673,1
Malaysia,2020-03-18,2,790,23
Malaysia,2020-03-19,3,900,30
Malaysia,2020-03-20,4,1030,35
Malaysia,2020-03-21,5,1183,32
Malaysia,2020-03-22,6,1306,31
Malaysia,2020-03-23,0,1518,38
Malaysia,2020-03-24,1,1624,37
Malaysia,2020-03-25,2,1796,37
Malaysia,2020-03-26,3,2031,38
Malaysia,2020-03-27,4,2161,39
Malaysia,2020-03-28,5,2320,35
Malaysia,2020-03-29,6,2470,31
Malaysia,2020-03-30,0,2626,37
Malaysia,2020-03-31,1,2766,36
Malaysia,2020-04-01,2,2908,36
Malaysia,2020-04-02,3,3116,39
Malaysia,2020-04-03,4,3333,40
Malaysia,2020-04-04,5,3483,36
Malaysia,2020-04-05,6,3662,31
Malaysia,2020-04-06,0,3793,37
Malaysia,2020-04-07,1,3963,36
Malaysia,2020-04-08,2,4119,37
Malaysia,2020-04-09,3,4228,38
Malaysia,2020-04-10,4,4346,40
Malaysia,2020-04-11,5,4530,35
Malaysia,2020-04-12,6,4683,31
Malaysia,2020-04-13,0,4817,36
Malaysia,2020-04-14,1,4987,36
Malaysia,2020-04-15,2,5072,38
Malaysia,2020-04-16,3,5182,39
Malaysia,2020-04-17,4,5251,40
Malaysia,2020-04-18,5,5305,36
Malaysia,2020-04-19,6,5389,31
Malaysia,2020-04-20,0,5425,36
Malaysia,2020-04-21,1,5482,35
Malaysia,2020-04-22,2,5532,36
Malaysia,2020-04-23,3,5603,36
Malaysia,2020-04-24,4,5691,40
Malaysia,2020-04-25,5,5742,35
Malaysia,2020-04-26,6,5780,31
Malaysia,2020-04-27,0,5820,36
Malaysia,2020-04-28,1,5851,34
Malaysia,2020-04-29,2,5945,34
Malaysia,2020-04-30,3,6002,35
Malaysia,2020-05-01,4,6071,41
Malaysia,2020-05-02,5,6176,33
Malaysia,2020-05-03,6,6298,29
Malaysia,2020-05-04,0,6353,29
Malaysia,2020-05-05,1,6383,28
Malaysia,2020-05-06,2,6428,27
Malaysia,2020-05-07,3,6467,32
Malaysia,2020-05-08,4,6535,28
Malaysia,2020-05-09,5,6589,25
Malaysia,2020-05-10,6,6656,21
Malaysia,2020-05-11,0,6726,27
Malaysia,2020-05-12,1,6742,23
Malaysia,2020-05-13,2,6779,23
Malaysia,2020-05-14,3,6819,22
Malaysia,2020-05-15,4,6855,22
Malaysia,2020-05-16,5,6872,21
Malaysia,2020-05-17,6,6894,20
Malaysia,2020-05-18,0,6941,20
Malaysia,2020-05-19,1,6978,19
Malaysia,2020-05-20,2,7009,20
Malaysia,2020-05-21,3,7059,21
Malaysia,2020-05-22,4,7137,21
Malaysia,2020-05-23,5,7185,19
Malaysia,2020-05-24,6,7245,15
Malaysia,2020-05-25,0,7417,28
Malaysia,2020-05-26,1,7604,27
Malaysia,2020-05-27,2,7619,21
Malaysia,2020-05-28,3,7629,21
Malaysia,2020-05-29,4,7732,22
Maldives,2020-02-16,6,0,
Maldives,2020-02-17,0,0,
Maldives,2020-02-18,1,0,
Maldives,2020-02-19,2,0,
Maldives,2020-02-20,3,0,
Maldives,2020-02-21,4,0,
Maldives,2020-02-22,5,0,
Maldives,2020-02-23,6,0,
Maldives,2020-02-24,0,0,
Maldives,2020-02-25,1,0,
Maldives,2020-02-26,2,0,
Maldives,2020-02-27,3,0,
Maldives,2020-02-28,4,0,
Maldives,2020-02-29,5,0,
Maldives,2020-03-01,6,0,
Maldives,2020-03-02,0,0,
Maldives,2020-03-03,1,0,
Maldives,2020-03-04,2,0,
Maldives,2020-03-05,3,0,
Maldives,2020-03-06,4,0,
Maldives,2020-03-07,5,0,
Maldives,2020-03-08,6,4,
Maldives,2020-03-09,0,4,
Maldives,2020-03-10,1,6,
Maldives,2020-03-11,2,8,
Maldives,2020-03-12,3,8,
Maldives,2020-03-13,4,9,
Maldives,2020-03-14,5,10,
Maldives,2020-03-15,6,13,
Maldives,2020-03-16,0,13,
Maldives,2020-03-17,1,13,
Maldives,2020-03-18,2,13,
Maldives,2020-03-19,3,13,
Maldives,2020-03-20,4,13,
Maldives,2020-03-21,5,13,
Maldives,2020-03-22,6,13,
Maldives,2020-03-23,0,13,
Maldives,2020-03-24,1,13,
Maldives,2020-03-25,2,13,
Maldives,2020-03-26,3,13,
Maldives,2020-03-27,4,16,
Maldives,2020-03-28,5,16,
Maldives,2020-03-29,6,17,
Maldives,2020-03-30,0,17,
Maldives,2020-03-31,1,18,
Maldives,2020-04-01,2,19,
Maldives,2020-04-02,3,19,
Maldives,2020-04-03,4,19,
Maldives,2020-04-04,5,19,
Maldives,2020-04-05,6,19,
Maldives,2020-04-06,0,19,
Maldives,2020-04-07,1,19,
Maldives,2020-04-08,2,19,
Maldives,2020-04-09,3,19,
Maldives,2020-04-10,4,19,
Maldives,2020-04-11,5,19,
Maldives,2020-04-12,6,20,
Maldives,2020-04-13,0,20,
Maldives,2020-04-14,1,20,
Maldives,2020-04-15,2,22,
Maldives,2020-04-16,3,25,
Maldives,2020-04-17,4,28,
Maldives,2020-04-18,5,35,
Maldives,2020-04-19,6,52,
Maldives,2020-04-20,0,69,
Maldives,2020-04-21,1,83,
Maldives,2020-04-22,2,86,
Maldives,2020-04-23,3,108,
Maldives,2020-04-24,4,129,
Maldives,2020-04-25,5,177,
Maldives,2020-04-26,6,214,
Maldives,2020-04-27,0,226,
Maldives,2020-04-28,1,250,
Maldives,2020-04-29,2,278,
Maldives,2020-04-30,3,468,
Maldives,2020-05-01,4,491,
Maldives,2020-05-02,5,519,
Maldives,2020-05-03,6,527,
Maldives,2020-05-04,0,541,
Maldives,2020-05-05,1,573,
Maldives,2020-05-06,2,617,
Maldives,2020-05-07,3,648,
Maldives,2020-05-08,4,744,
Maldives,2020-05-09,5,790,
Maldives,2020-05-10,6,835,
Maldives,2020-05-11,0,897,
Maldives,2020-05-12,1,904,
Maldives,2020-05-13,2,955,
Maldives,2020-05-14,3,982,
Maldives,2020-05-15,4,1031,
Maldives,2020-05-16,5,1078,
Maldives,2020-05-17,6,1094,
Maldives,2020-05-18,0,1106,
Maldives,2020-05-19,1,1143,
Maldives,2020-05-20,2,1186,
Maldives,2020-05-21,3,1216,
Maldives,2020-05-22,4,1274,
Maldives,2020-05-23,5,1313,
Maldives,2020-05-24,6,1371,
Maldives,2020-05-25,0,1395,
Maldives,2020-05-26,1,1438,
Maldives,2020-05-27,2,1457,
Maldives,2020-05-28,3,1513,
Maldives,2020-05-29,4,1591,
Mali,2020-02-16,6,0,1
Mali,2020-02-17,0,0,0
Mali,2020-02-18,1,0,1
Mali,2020-02-19,2,0,1
Mali,2020-02-20,3,0,1
Mali,2020-02-21,4,0,1
Mali,2020-02-22,5,0,0
Mali,2020-02-23,6,0,1
